"BM_activity","BM_rate","BM_consistency","BM_actdet_stationary","BM_actdet_walking","posture_activity","posture_rate","speech_profile_speaking","speech_profile_overlap","speech_profile_listening","speech_profile_silent","speech_profile_total_speaking","speech_profile_total_silent","speech_participation","audio_front_volume","audio_front_vol_consistency","audio_back_volume","audio_back_vol_consistency","interactions_combined_101","interactions_combined_102","interactions_combined_Average","interactions_proximity_101","interactions_proximity_102","interactions_proximity_Average","interactions_facetoface_101","interactions_facetoface_102","interactions_facetoface_Average","combined_betweenness_centrality","combined_closeness_centrality","combined_closeness_vitality","combined_cohesion","combined_degree_centrality","facetoface_betweenness_centrality","facetoface_closeness_centrality","facetoface_closeness_vitality","facetoface_cohesion","facetoface_degree_centrality","proximity_betweenness_centrality","proximity_closeness_centrality","proximity_closeness_vitality","proximity_cohesion","proximity_degree_centrality","Temp","ID","Woman","SD"
0.007024858,-1.04e-05,0.983653743,2081,26,2.793007737,-0.006666112,568.9,179.7,571.6,1139.8,748.6,1711.4,0.414457401,0.014419648,0.43235263,0.015318582,0.475493491,0,2460,1230,0,1585.079332,792.539666,0,1504.833287,752.4166435,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,27.74110797,"235",1,1
0.005571755,-1.4e-06,0.989526643,2076,7,2.564442994,-0.000306,571.6,179.7,568.9,1139.8,751.3,1708.7,0.427819022,0.016340126,0.50105727,0.013781422,0.483680817,2460,0,1230,1585.079332,0,792.539666,1504.833287,0,752.4166435,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.64306282,"236",1,1
0.005507152,-4.54e-05,0.987383652,2331,12,1.635487485,-0.000752,531.1,359.3,398.3,1351.3,890.4,1749.6,0.543587908,0.01728996,0.443948351,0.017827949,0.426258896,0,2640,1320,0,1703.891871,851.9459355,0,1585.847369,792.9236845,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.04781551,"233",1,1
0.004452408,-4.67e-05,0.990706207,2332,3,1.617288049,-0.009662832,398.3,359.3,531.1,1351.3,757.6,1882.4,0.340503002,0.022592491,0.679191132,0.019916953,0.662454767,2640,0,1320,1703.891871,0,851.9459355,1585.847369,0,792.9236845,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.35341993,"238",1,0
0.006998317,-1.31e-05,0.98463176,2124,44,1.946068108,-0.00045,445.1,211.3,477.9,1325.7,656.4,1803.6,0.559922029,0.011643289,0.608201577,0.011779946,0.541542813,0,2460,1230,0,1509.717431,754.8587155,0,583.99666,291.99833,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,27.82718757,"239",0,1
0.002978567,-7.3e-05,0.994291816,2159,0,1.239012515,-0.00312127,477.9,211.3,445.1,1325.7,689.2,1770.8,0.319752768,0.0127683,0.499687512,0.010016588,0.522820698,2460,0,1230,1509.717431,0,754.8587155,583.99666,0,291.99833,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,27.72104509,"240",0,1
0.006188165,-1.72e-05,0.985928076,2277,37,1.975701134,0.001396642,457.7,144.4,562.4,1475.5,602.1,2037.9,0.518015994,0.010552017,0.682263733,0.010736922,0.525229344,0,2640,1320,0,1673.718958,836.859479,0,1384.290088,692.145044,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.5786378,"241",0,0
0.003879735,1.1e-05,0.991280658,2323,0,1.51941412,-0.003950747,562.4,144.4,457.7,1475.5,706.8,1933.2,0.369862794,0.012476947,0.595611052,0.010097134,0.545586508,2640,0,1320,1673.718958,0,836.859479,1384.290088,0,692.145044,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,30.12354995,"242",0,0
0.007744921,-9.19e-05,0.98380052,2091,24,2.344003841,-0.010947111,531,235.5,399.3,1294.2,766.5,1693.5,0.494076956,0.012967469,0.428818801,0.013365815,0.444305283,0,2460,1230,0,1434.06666,717.03333,0,1433.619639,716.8098195,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.42424361,"243",1,1
0.003374762,-6.73e-06,0.993024371,2115,0,1.561832547,-0.00469759,399.3,235.5,531,1294.2,634.8,1825.2,0.352264508,0.016568035,0.549895998,0.013869759,0.516443246,2460,0,1230,1434.06666,0,717.03333,1433.619639,0,716.8098195,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.36819376,"673",1,0
0.006155705,-1.19e-05,0.985215183,2353,59,1.591142423,-0.000557,576.6,116.8,531.5,1415.1,693.4,1946.6,0.523125079,0.0109775,0.487579638,0.011417013,0.530091163,0,2640,1320,0,1739.472772,869.736386,0,1674.163387,837.0816935,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,27.50876323,"245",0,1
0.005617447,-5.88e-07,0.987954805,2391,0,2.391722553,-0.000447,531.5,116.8,576.6,1415.1,648.3,1991.7,0.391647648,0.012947818,0.718809005,0.010297103,0.656564444,2640,0,1320,1739.472772,0,869.736386,1674.163387,0,837.0816935,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.38244358,"246",0,0
0.006971929,-3.84e-06,0.983911294,2137,28,2.0709364,0.000729,453.4,163.1,420.9,1362.6,616.5,1783.5,0.441457926,0.022793217,0.652450525,0.024135276,0.642959218,0,2400,1200,0,1547.083859,773.5419295,0,1529.387794,764.693897,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.94041837,"247",0,1
0.005912378,-6.65e-05,0.987230642,2104,56,2.394275649,-0.004746774,420.9,163.1,453.4,1362.6,584,1816,0.461042074,0.020808517,0.73027613,0.018256551,0.706986466,2400,0,1200,1547.083859,0,773.5419295,1529.387794,0,764.693897,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.63420224,"248",0,1
0.006297124,-8.26e-05,0.984948096,1746,25,1.937962148,-0.01139287,391.5,65,523.3,1120.2,456.5,1643.5,0.483895597,0.019823546,0.552189259,0.021243269,0.546091195,0,2100,1050,0,1099.963985,549.9819925,0,881.36619,440.683095,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.48026682,"253",1,0
0.003823085,3.06e-05,0.99316046,1752,12,1.763825478,0.003217344,523.3,65,391.5,1120.2,588.3,1511.7,0.359913927,0.016094746,0.481981112,0.013431941,0.375076901,2100,0,1050,1099.963985,0,549.9819925,881.36619,0,440.683095,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.54674214,"254",1,0
0.006506139,6.15e-05,0.986878805,2180,33,1.445039784,-0.034211875,612.8,194.1,455.1,1318,806.9,1773.1,0.567646,0.007211518,0.591133701,0.007216069,0.580488157,0,2580,1290,0,866.644652,433.322326,0,838.814922,419.407461,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.04992923,"255",0,0
0.003187482,-3.07e-06,0.993452138,817,0,1.346501993,-0.001923297,455.1,194.1,612.8,1318,649.2,1930.8,0.162586558,0.009972327,0.747493219,0.007654593,0.544080728,2580,0,1290,866.644652,0,433.322326,838.814922,0,419.407461,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,27.9184078,"256",0,1
0.005615224,-1.03e-05,0.98669992,1432,15,2.149474935,-0.00124705,372.7,126,298.6,942.7,498.7,1241.3,0.227400317,0.010439689,0.520899134,0.007789165,0.431981291,0,1740,870,0,1119.027568,559.513784,0,981.528796,490.764398,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.0802997,"252",0,1
0.007710176,2.85e-06,0.983477043,1369,83,2.233740311,-0.011626288,298.6,126,372.7,942.7,424.6,1315.4,0.621450258,0.01159425,0.409268076,0.011618256,0.45867727,1740,0,870,1119.027568,0,559.513784,981.528796,0,490.764398,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,26.17115426,"451",0,0
0.005150854,-4.92e-05,0.98897863,1980,0,1.57336201,-0.000249,367.9,95.5,497.2,1319.4,463.4,1816.6,0.431716972,0.01212733,0.519497539,0.01269746,0.475965485,0,2280,1140,0,1322.233381,661.1166905,0,1315.854788,657.927394,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.21019729,"257",0,1
0.006240349,-7.17e-05,0.985530459,1974,1,2.460572818,-0.011144882,497.2,95.5,367.9,1319.4,592.7,1687.3,0.423984783,0.015892048,0.492279234,0.013701773,0.475776537,2280,0,1140,1322.233381,0,661.1166905,1315.854788,0,657.927394,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.50834526,"258",0,0
0.006072188,3.33e-06,0.987863963,2539,0,2.648540662,-0.000767,555.8,182.5,479.3,1482.4,738.3,1961.7,0.451029521,0.013978562,0.557778998,0.011531179,0.530847504,0,2700,1350,0,1897.623109,948.8115545,0,1672.753176,836.376588,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"115",0,1
0.005887539,-2.84e-05,0.987566258,2557,7,2.087454088,-0.001837588,479.3,182.5,555.8,1482.4,661.8,2038.2,0.511563071,0.010369387,0.47317192,0.010626985,0.504149696,2700,0,1350,1897.623109,0,948.8115545,1672.753176,0,836.376588,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"116",0,1
0.00514378,-5.63e-05,0.989053291,2077,3,1.347015861,-0.002649085,500,289.1,471.1,1139.8,789.1,1610.9,0.515281727,0.009138615,0.364616513,0.009482942,0.399904719,0,2400,1200,0,1425.097643,712.5488215,0,1410.362412,705.181206,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.7574722,"259",0,1
0.004258349,7.88e-05,0.989988465,2066,0,1.58575627,0.005667987,471.1,289.1,500,1139.8,760.2,1639.8,0.332634939,0.013465832,0.557814035,0.010963714,0.462911246,2400,0,1200,1425.097643,0,712.5488215,1410.362412,0,705.181206,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.52374767,"260",0,0
0.007148096,-6.08e-05,0.983396766,1812,29,2.394558968,-0.001892194,401.1,139.2,325.9,1233.8,540.3,1559.7,0.441363372,0.015358869,0.490977929,0.016047715,0.484866127,0,2100,1050,0,1208.981219,604.4906095,0,757.385567,378.6927835,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.32744168,"218",1,1
0.005417122,-4.08e-05,0.987591779,1795,33,2.90263028,0.011162114,325.9,139.2,401.1,1233.8,465.1,1634.9,0.421493771,0.017615346,0.525469025,0.015015743,0.499831682,2100,0,1050,1208.981219,0,604.4906095,757.385567,0,378.6927835,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,30.79615793,"244",1,1
0.006580711,7.16e-05,0.983880426,2042,35,1.84571855,-0.01748145,554.3,69.6,608.3,1167.8,623.9,1776.1,0.679660222,0.024813474,0.471527187,0.026675081,0.478700364,0,2400,1200,0,792.6916,396.3458,0,709.113411,354.5567055,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.46849147,"263",0,1
0.005438222,-0.000254,0.986815789,883,0,2.843284642,-0.444047788,608.3,69.6,554.3,1167.8,677.9,1722.1,0.174923112,0.022584088,0.350693813,0.020555506,0.332169501,2400,0,1200,792.6916,0,396.3458,709.113411,0,354.5567055,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.28695155,"264",0,1
0.007530873,-0.000198,0.982686796,2230,36,2.400703781,-0.003108094,605.6,279.6,444,1250.8,885.2,1694.8,0.481791612,0.013074191,0.473895022,0.013691132,0.505993817,0,2580,1290,0,1622.530609,811.2653045,0,1599.881925,799.9409625,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.62141642,"265",0,1
0.005769627,1.35e-05,0.986408624,2250,12,2.297026536,0.000566,444,279.6,605.6,1250.8,723.6,1856.4,0.394952574,0.015849015,0.501547959,0.013514875,0.437169433,2580,0,1290,1622.530609,0,811.2653045,1599.881925,0,799.9409625,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,30.15611774,"266",0,1
0.006368592,-1.98e-05,0.984074256,2058,16,1.816835326,-0.001305101,521.1,142.2,515.3,1221.4,663.3,1736.7,0.400761976,0.012210746,0.523374506,0.013011361,0.536380936,0,2400,1200,0,1496.115254,748.057627,0,1456.633722,728.316861,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.87730894,"267",0,0
0.004880896,-1.41e-06,0.991051872,2042,23,2.230366358,0.000886,515.3,142.2,521.1,1221.4,657.5,1742.5,0.443404691,0.014296473,0.551528211,0.011744053,0.49961679,2400,0,1200,1496.115254,0,748.057627,1456.633722,0,728.316861,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.5838945,"268",0,0
0.006451694,-9.3e-05,0.985058376,1827,23,1.765784051,-0.003654884,496.3,184.5,414.4,1064.8,680.8,1479.2,0.510527582,0.017606229,0.372226646,0.019307943,0.378800529,0,2160,1080,0,1213.438831,606.7194155,0,1137.036597,568.5182985,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.66262071,"269",0,0
0.004256241,-5.21e-05,0.991246204,1845,0,1.853735152,-0.000725,414.4,184.5,496.3,1064.8,598.9,1561.1,0.346416862,0.018332302,0.47946612,0.015722062,0.484289944,2160,0,1080,1213.438831,0,606.7194155,1137.036597,0,568.5182985,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.59504945,"270",0,1
0.005407442,-8.32e-08,0.987685749,2152,5,1.410284064,-0.000308,520.1,103.3,467.5,1249.1,623.4,1716.6,0.52153693,0.011035732,0.561818367,0.011876891,0.60498939,0,2340,1170,0,1477.471008,738.735504,0,1375.370562,687.685281,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.82912899,"271",0,1
0.003286066,-3.98e-07,0.993514752,2130,15,1.280212242,-0.000177,467.5,103.3,520.1,1249.1,570.8,1769.2,0.393420335,0.015186858,0.560785249,0.012726868,0.549461699,2340,0,1170,1477.471008,0,738.735504,1375.370562,0,687.685281,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.87931653,"272",0,1
0.003543221,8.2e-06,0.991792197,2100,0,1.387421881,0.000373,425.8,141.7,492.7,1399.8,567.5,1892.5,0.382121953,0.014667957,0.561296933,0.012123638,0.553013997,0,2460,1230,0,1515.915175,757.9575875,0,1061.061391,530.5306955,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,30.45275472,"274",1,0
0.007580817,-1.31e-05,0.98088191,2085,22,2.348326168,0.000442,492.7,141.7,425.8,1399.8,634.4,1825.6,0.464219511,0.010407774,0.517383316,0.011220124,0.607804822,2460,0,1230,1515.915175,0,757.9575875,1061.061391,0,530.5306955,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.36723649,"573",1,0
0.007429632,-4.8e-05,0.98015748,2020,37,2.381625001,-0.003902034,510.5,216.3,478.9,1194.3,726.8,1673.2,0.495759002,0.013330893,0.514138451,0.013703201,0.540091177,0,2400,1200,0,1422.226493,711.1132465,0,1332.203009,666.1015045,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.82301392,"275",0,1
0.00461482,6.28e-06,0.991141588,2049,0,2.395849107,-0.007685028,478.9,216.3,510.5,1194.3,695.2,1704.8,0.356324331,0.02061696,0.429152962,0.018221261,0.411636002,2400,0,1200,1422.226493,0,711.1132465,1332.203009,0,666.1015045,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.99611931,"276",0,0
0.004889666,-0.000214,0.989894184,2215,0,2.154604228,-0.129153434,609.6,263.9,397.5,1309,873.5,1706.5,0.448347259,0.012397553,0.452582189,0.011553153,0.466553259,0,2580,1290,0,1553.139298,776.569649,0,1458.847912,729.423956,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,32.23198124,"278",0,0
0.007352794,-7.6e-06,0.982845988,2215,19,2.146353751,-0.001664552,397.5,263.9,609.6,1309,661.4,1918.6,0.409017082,0.01557648,0.480569349,0.016372572,0.496029281,2580,0,1290,1553.139298,0,776.569649,1458.847912,0,729.423956,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,31.37429923,"577",0,0
0.005735782,0.000105,0.987894372,1954,19,1.481936534,0.013698961,436.7,76.6,383.9,1322.8,513.3,1706.7,0.549963039,0.011620465,0.553120761,0.011860602,0.559215829,0,2220,1110,0,1495.132482,747.566241,0,1409.441034,704.720517,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"117",0,0
0.006385132,-2.14e-05,0.985126413,1651,7,2.902542183,-0.035669076,295.9,143.8,452.3,1088,439.7,1540.3,0.379995333,0.013518143,0.63022107,0.010974819,0.559817352,0,1980,990,0,1257.351755,628.6758775,0,1235.531134,617.765567,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.73820756,"281",0,1
0.005556856,-1.07e-05,0.986293797,1657,0,2.003204232,0.001789023,452.3,143.8,295.9,1088,596.1,1383.9,0.355863253,0.008337034,0.471510402,0.008593437,0.496494949,1980,0,990,1257.351755,0,628.6758775,1235.531134,0,617.765567,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,27.66178696,"282",0,0
0.008265839,4.35e-05,0.976950161,1693,49,2.684292545,-0.00673146,420.1,107.3,292.5,1280.1,527.4,1572.6,0.417537794,0.019946644,0.513455244,0.021207809,0.557181458,0,2100,1050,0,1179.528568,589.764284,0,974.618138,487.309069,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.65503281,"285",0,0
0.006152193,2.71e-06,0.98563287,1716,21,2.857644511,0.006047986,292.5,107.3,420.1,1280.1,399.8,1700.2,0.411986016,0.023180463,0.514979239,0.021081698,0.485857167,2100,0,1050,1179.528568,0,589.764284,974.618138,0,487.309069,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.4768278,"286",0,1
0.006311062,-2.65e-05,0.984933542,2280,24,1.865334611,-0.001055521,439.7,158.6,590.7,1331,598.3,1921.7,0.480519777,0.011067275,0.778981497,0.011314925,0.667985151,0,2520,1260,0,1537.31436,768.65718,0,1138.988096,569.494048,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,31.30577364,"287",1,0
0.005483362,3.24e-06,0.988149461,2288,0,2.142674327,0.000357,590.7,158.6,439.7,1331,749.3,1770.7,0.425035779,0.008261203,0.502442437,0.007740617,0.499703992,2520,0,1260,1537.31436,0,768.65718,1138.988096,0,569.494048,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,31.54273523,"288",1,0
0.006714054,4.71e-05,0.983714805,2136,10,1.838317402,-0.002945436,480.1,162.3,543.2,1274.4,642.4,1817.6,0.534214259,0.018548481,0.515479317,0.019744585,0.527144002,0,2460,1230,0,1502.523527,751.2617635,0,1218.019905,609.0099525,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.64896904,"289",0,0
0.003064089,1.29e-05,0.993453633,2108,0,1.252587806,-0.001042313,543.2,162.3,480.1,1274.4,705.5,1754.5,0.337330456,0.02402803,0.458798275,0.02145487,0.423389021,2460,0,1230,1502.523527,0,751.2617635,1218.019905,0,609.0099525,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,30.43767609,"290",0,1
0.005761272,2.9e-06,0.987493066,2539,12,1.556239736,-0.009819801,548.4,200.9,430.5,1640.2,749.3,2070.7,0.486675094,0.010858517,0.522846944,0.011531295,0.473217814,0,2820,1410,0,1853.314539,926.6572695,0,1691.671362,845.835681,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.404382,"291",1,1
0.007131622,-2.95e-05,0.983354012,2530,2,3.037107174,-0.003570319,430.5,200.9,548.4,1640.2,631.4,2188.6,0.395594409,0.011095628,0.679758586,0.010472291,0.65057876,2820,0,1410,1853.314539,0,926.6572695,1691.671362,0,845.835681,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.54299649,"292",1,1
0.005576858,-1.98e-05,0.987830505,1967,23,2.023821164,-0.004217125,489.3,128.3,548.1,1114.3,617.6,1662.4,0.605421815,0.0111312,0.514291164,0.011500034,0.531973436,0,2280,1140,0,1325.869713,662.9348565,0,594.451648,297.225824,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.47886289,"293",0,0
0.00770156,3.19e-05,0.982562434,1897,32,2.162640952,0.000435,449.1,133.8,548.4,1148.7,582.9,1697.1,0.528210006,0.011370722,0.504648306,0.012066501,0.53802479,0,2280,1140,0,1310.188291,655.0941455,0,1276.453065,638.2265325,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.43378355,"297",0,1
0.003732988,9.07e-06,0.993658626,1925,0,1.783683252,-0.005788082,548.4,133.8,449.1,1148.7,682.2,1597.8,0.306000521,0.013097874,0.590204888,0.010500274,0.565902794,2280,0,1140,1310.188291,0,655.0941455,1276.453065,0,638.2265325,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,28.83898604,"298",0,1
